registro_ans,cnpj,razao_social,status
418757,73505463000189,CORPLIFE ADMINISTRADORA DE BENEFÍCIOS LTDA ,ativo
418960,17670901000193,CORPORE ADMINISTRADORA DE BENEFICIOS DA SAUDE LTDA,ativo
368181,19009638000111,CROE - CENTRO DE REABILITACAO ORAL ESPECIALIZADO LTDA,ativo
397245,69099307000198,CROWN ODONTOLOGIA DE GRUPO LTDA,ativo
421952,33803129000197,CRZ PLANO ODONTOLÓGICO LTDA,ativo
422045,34824393000170,CTESK ADMINISTRADORA DE BENEFIÍCIOS LTDA,ativo
424242,56298884000167,CUIDE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.,ativo
416118,253137000158,DANA INDUSTRIAS LTDA.,ativo
421081,27832058000158,DELFHI PLANOS ODONTOLÓGICOS LTDA,ativo
420239,24619902000179,DENTAL CARE ASSISTÊNCIA ODONTOLÓGICA LTDA,ativo
386219,66493529000100,DENTAL CARE CLINICA ODONTOLOGICA LTDA,ativo
339458,35436658000125,DENTAL CENTER LTDA,ativo
300730,1402285000150,DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.,ativo
424676,58739669000180,DENTAL KLIN ASSISTENCIA ODONTOLOGICA LTDA,ativo
413747,4212174000179,DENTAL MASTER LTDA - EPP,ativo
314366,571628000147,DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.,ativo
424447,20735214000113,DENTAL SAUDE SUPREME PLANOS ODONTOLOGICOS LTDA,ativo
304484,78738101000151,DENTAL UNI - COOPERATIVA ODONTOLÓGICA,ativo
423050,43192903000124,DENTAL WHITE PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,ativo
333620,73193000100,DENTAL-MED ASSISTENCIA ODONTOLOGICA S/S LTDA,ativo
401463,1364933000120,DENTALMASTER COMÉRCIO DE PLANOS ODONTOLÓGICOS LTDA,ativo
422975,39527909000138,DENTALMASTER LTDA,ativo
322890,2156150000114,DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.,ativo
416908,5616674000139,DENTALPLAN PLANOS DE ASSISTENCIA ODONTOLOGICA LTDA,ativo
327867,1060301000173,DENTIÇÃO CONVÊNIOS ODONTOLÓGICOS LTDA,ativo
414425,3113408000168,DENTSY ODONTOLOGIA S/S LTDA.,ativo
357669,19969500000164,DESBAN - FUNDAÇÃO BDMG DE SEGURIDADE SOCIAL,ativo
423271,45768601000187,DIXMED ADMINISTRADORA DE BENEFICIOS LTDA ,ativo
349682,1387625000110,DOCTOR CLIN OPERADORA DE PLANOS DE SAÚDE LTDA.,ativo
365645,30505523000150,DONA SAÚDE CLINICAS LTDA ,ativo
423653,47058412000146,DR DIA PLANOS ODONTOLOGICOS E SAUDE LTDA,ativo
416282,7893499000152,E.X.M BRASIL SAÚDE LTDA,ativo
418927,17312105000189,EASY SAUDE ADMINISTRADORA DE BENEFICIOS LTDA,ativo
421120,27252086000104,EASYPLAN ADMINISTRADORA DE BENEFICIOS LTDA.,ativo
342611,49320799000192,ECONOMUS INSTITUTO DE SEGURIDADE SOCIAL,ativo
417343,39245402000191,ECS ADMINISTRADORA DE BENEFICIOS LTDA,ativo
423521,48578525000135,EGRÉGORA  ADMINISTRADORA DE BENEFICIOS S/A,ativo
422070,34844263000107,ELETROS SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,ativo
424544,58434577000191,ELITE SAUDE SERVICOS MEDICOS LTDA.,ativo
417297,11593821000103,ELOSAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,ativo
400891,352294000110,EMPRESA BRASILEIRA DE INFRA-ESTRUTURA AEROPORTUÁRIA,ativo
395480,37135365000133,ESMALE ASSISTENCIA INTERNACIONAL DE SAUDE LTDA.,ativo
424625,60967570000187,ESPERANÇA OPERADORA DE PLANOS DE SAÚDE LTDA,ativo
422576,37442364000131,ESPLENDOR ADMINISTRADORA DE BENEFÍCIOS LTDA.,ativo
417441,1856107000107,EV ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
401480,2989632000155,EVANGELICO SAUDE LTDA.,ativo
423700,49754083000101,EVO SAUDE ASSISTENCIA MEDICA LTDA,ativo
423785,51107481000170,EVOLUÇÃO ADMINISTRADORA DE BENEFICIOS LTDA ,ativo
421642,31763326000102,EXCELÊNCIA PLANO DE SAÚDE S/A,ativo
424471,58363709000131,EXCLUSIVO ODONTO ASSISTENCIA ODONTOLOGICA LTDA,ativo
414204,1747987000175,EXTRAMED ADMINISTRAÇÃO E SERVIÇOS MÉDICOS LTDA,ativo
423777,11641931000195,FEBRAFITE SAUDE,ativo
423581,49390919000128,FEDERAL ADMINISTRADORA DE BENEFICIOS LTDA,ativo
415626,7270625000112,FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA,ativo
313971,84112481000117,"FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO DO ACRE, AMAPÁ, AMAZONAS, PARÁ, RONDONIA E RORAIMA",ativo
410888,3637776000105,FILOSANITAS SAUDE LTDA,ativo
421847,33105631000124,FOCO ADMINISTRADORA DE BENEFICIOS LTDA,ativo
423921,52174905000181,FOX SAÚDE ASSISTÊNCIA MÉDICA INTEGRADA LTDA,ativo
419818,9030500000140,FR PLANO ODONTOLÓGICO LTDA,ativo
370592,2618303000106,FUNASA SAÚDE,ativo
329665,580481000151,FUNDACAO CAPITAL PREVIDENCIA E SAUDE - CAPITAL PREV,ativo
410292,60499365000134,FUNDACAO LEONOR DE BARROS CAMARGO,ativo
307751,12585261000108,FUNDAÇAO COMPESA DE PREVIDENCIA E ASSISTENCIA - COMPESAPREV,ativo
315567,660903000107,FUNDAÇÃO AFFEMG DE ASSISTÊNCIA E SAÚDE - FUNDAFFEMG,ativo
346926,628107000189,FUNDAÇÃO ASSISTENCIAL DOS SERVIDORES DO MINISTÉRIO DA FAZENDA,ativo
315044,82956996000178,FUNDAÇÃO CELESC DE SEGURIDADE SOCIAL - CELOS,ativo
315478,62465117000106,FUNDAÇÃO CESP,ativo
317233,42160192000143,FUNDAÇÃO CHESF DE ASSISTÊNCIA E SEGURIDADE SOCIAL,ativo
355151,75054940000162,FUNDAÇÃO COPEL DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL,ativo
339636,397695000197,FUNDAÇÃO DE ASSISTÊNCIA E PREVIDÊNCIA SOCIAL DO BNDES,ativo
420701,25063964000100,FUNDAÇÃO DE ASSISTÊNCIA À SAÚDE DA ASSOCIAÇÃO DO MINISTÉRIO PÚBLICO DO RIO GRANDE DO SUL,ativo
311359,304148000110,FUNDAÇÃO DE SAÚDE ITAIGUAPY,ativo
330809,31787625000179,FUNDAÇÃO DE SEGURIDADE SOCIAL DA ARCELORMITTAL BRASIL - FUNSSEST,ativo
418285,12838821000180,FUNDAÇÃO FIAT SAÚDE E BEM ESTAR,ativo
323942,26150979000178,FUNDAÇÃO FILANTRÓPICA E BENEFICENTE DE SAÚDE ARNALDO GAVAZZA FILHO,ativo
378216,20119509000165,FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,ativo
418501,14408631000159,FUNDAÇÃO PLAMHUV - PLANO MÉDICO HOSPITALAR DOS HOSPITAIS UNIDOS DE VIÇOSA,ativo
338648,77375897000162,FUNDAÇÃO SANEPAR DE ASSISTÊNCIA SOCIAL,ativo
312126,73809352000166,FUNDAÇÃO SAÚDE ITAÚ,ativo
339954,19878404000100,FUNDAÇÃO SÃO FRANCISCO XAVIER,ativo
418129,13026081000140,FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,ativo
414689,4839091000104,FUNDO DE ASSISTÊNCIA À SAÚDE DOS FUNCIONÁRIOS DO BEC,ativo
409286,68687722000108,G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,ativo
419443,16692996000183,G2C ADMINISTRADORA DE BENEFICIOS LTDA - ME,ativo
407011,2009924000184,GAMA SAUDE LTDA.,ativo
343064,45572583000163,GARANTIA DE SAÚDE LTDA,ativo
419931,10547779000113,GEAC - GERENCIAMENTO EMPRESARIAL LTDA,ativo
323080,3658432000182,GEAP AUTOGESTÃO EM SAÚDE,ativo
424226,39734514000106,GESTAO VIDA ADMINISTRADORA DE BENEFICIOS LTDA.,ativo
423076,43607343000121,GESTÃO ADMINISTRADORA DE PLANOS DE SAUDE LTDA,ativo
416819,58512310000175,GKN DO BRASIL LTDA,ativo
422258,31069197000149,GLOBAL-AL ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
422681,40187311000126,GOCARE PLANOS DE SAUDE LTDA,ativo
423726,50354200000110,GOLD PLAN EMPREENDIMENTOS LTDA,ativo
424587,60420501000159,GRINGO PLANOS ODONTOLOGICOS LTDA,ativo
309222,31925548000176,GRUPO HOSPITALAR DO RIO DE JANEIRO LTDA,ativo
413160,4165719000133,GS PLANO GLOBAL DE SAÚDE LTDA,ativo
350249,2668512000156,H.B. SAÚDE S/A.,ativo
423122,20973213000107,H2U ADMINISTRADORA DE BENEFICIOS LTDA.,ativo
368253,63554067000198,HAPVIDA ASSISTENCIA MEDICA S.A.,ativo
414352,5011316000100,HBC SAÚDE LTDA.,ativo
417611,10846369000173,HEALTH ADMINISTRADORA DE BENEFICIOS LTDA,ativo
421723,27047334000177,HEALTH-MED SISTEMA DE SAUDE LTDA,ativo
424749,61904680000162,HEALTHY LIFE ADMINISTRADORA DE BENEFICIOS LTDA,ativo
419303,18918915000146,HEBROM ADMINISTRADORA DE BENEFICIOS LTDA. - ME,ativo
423670,49960804000121,HES PLANO DE SAUDE LTDA,ativo
424137,54579080000100,HOME ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
416398,885918000165,HOSPITAIS E CLÍNICAS DO PIAUÍ S/S LTDA,ativo
314706,22263081000155,HOSPITAL CESAR LEITE,ativo
420930,77893469000121,HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,ativo
424391,92030543000170,HOSPITAL DE CLÍNICAS DE PASSO FUNDO,ativo
341941,90619818000180,HOSPITAL DE PRONTOCLINICA LTDA.,ativo
421626,16676520000159,HOSPITAL MATER DEI SA ,ativo
424129,3284505000113,HOSPITAL MATERNIDADE SÃO VICENTE DE PAULO,ativo
363189,3044492000105,HOSPITAL S.P. LTDA.,ativo
342955,29780384000194,HSMED SAUDE LTDA,ativo
423343,46316638000137,HUB HEALTH ADMINISTRADORA DE BENEFICIOS LTDA ,ativo
348180,95642179000197,HUMANA SAÚDE LTDA.,ativo
357511,361325000108,HUMANA SAÚDE NORDESTE LTDA. ,ativo
417050,9298037000112,IBBCA 2008 GESTÃO EM SAÚDE LTDA,ativo
423840,51380961000100,IDEAL ADMINISTRADORA DE BENEFICIOS LTDA,ativo
414921,1176747000168,IDEAL ODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.,ativo
420751,26032244000140,IDEAL SAÚDE ASSISTÊNCIA MÉDICA AMBULATORIAL LTDA,ativo
414557,16482945000127,IDENTAL ASSISTÊNCIA ODONTOLÓGICA LTDA - ME,ativo
421812,30095515000183,IMPETU ADMINISTRADORA DE BENEFICIOS LTDA,ativo
418277,13412400000156,INDEPENDENCIA ADMINISTRADORA DE BENEFICIOS LTDA,ativo
329282,322818000120,INDUSTRIAS NUCLEARES DO BRASIL S/A - INB,ativo
423564,42785902000120,INFINITY SAÚDE SUPLEMENTAR LTDA,ativo
423572,48982275000102,INNOVA PLANO DE SAUDE LTDA,ativo
420301,25291830000146,INOVA ADMINISTRADORA DE BENEFÍCIOS LTDA ME,ativo
419427,92827666000136,INSTITUIÇÃO BENEFICENTE CEL MASSOT - IBCM,ativo
419010,3518900000113,INSTITUTO CURITIBA DE SAÚDE,ativo
414981,7521370000113,INSTITUTO DE ODONTOLOGIA DO MARANHÃO LTDA.,ativo
415260,5597049000197,INSTITUTO DE SAÚDE ODONTOLÓGICA - ISODONT LTDA,ativo
424439,58418932000139,INTEGRA ADMINISTRADORA DE BENEFICIOS LTDA,ativo
423173,44477823000188,INTEGRA ASSISTENCIA MEDICA SA,ativo
418340,13523003000151,INTEGRAL CONVÊNIO ODONTOLÓGICO LTDA.,ativo
359394,60255171000193,INTEGRAL SERVIÇOS ODONTOLÓGICOS LTDA.,ativo
423939,53654432000182,INTEGRALCARE PLANOS DE SAUDE LTDA,ativo
417998,11980614000101,INTERBRASIL ADMINISTRADORA DE BENEFICIOS  DE SAUDE LTDA,ativo
420841,22694698000125,INTERCLINICAS PLANO VIDA USA OPERADORA DE SAUDE LTDA,ativo
312282,62476676000103,INTERMEDICI PIRACICABA ASSISTENCIA MEDICA LTDA,ativo
421375,29958867000136,INTERVIDA ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
423424,35288631000132,IPRESB - INSTITUTO DE PREVENÇÃO EM SAÚDE BUCAL LTDA,ativo
319422,51473692000126,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LIMEIRA,ativo
333875,23278898000160,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PASSOS,ativo
354562,54370630000187,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE PIRACICABA,ativo
347655,56384183000140,IRMANDADE DA SANTA CASA DE MISERICÓRDIA DE RIO CLARO,ativo
321320,72127210000156,IRMANDADE DA SANTA CASA DE MISERICÓRDIA E MATERNIDADE DONA ZILDA SALVAGNI,ativo
329355,55189930000127,IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,ativo
333808,52852100000140,IRMANDADE DE MISERICÓRDIA DO HOSPITAL DA SANTA CASA DE MONTE ALTO,ativo
336831,79115762000193,IRMANDADE SANTA CASA DE MISERICÓRDIA DE MARINGÁ,ativo
366234,395988000135,ITAIPU BINACIONAL,ativo
884,4463083000106,ITAUSEG SAÚDE S.A.,ativo
423211,44301933000194,J&L ADMINISTRADORA DE BENEFICIOS E SOL EM SAUDE LTDA,ativo
422029,34539000000186,KLINI PLANOS DE SAÚDE LTDA,ativo
424323,57352183000121,LAGO SAUDE ADMINISTRADORA DE BENEFICIOS LTDA,ativo
419095,17827384000113,LANCERS ADMINISTRADORA DE BENEFÍCIOS DE SAÚDE LTDA.,ativo
424358,42728640000162,LD RODRIGUES LTDA,ativo
364592,2127779000136,LEADER ASSISTÊNCIA MÉDICA E HOSPITALAR LTDA.,ativo
422339,36503186000149,LEVE SAUDE OPERADORA DE PLANOS DE SAUDE S.A,ativo
418706,15648898000186,LEXUS ADMINISTRADORA DE BENEFICIOS LTDA,ativo
418595,14468083000152,LIFE CLASS ADMINISTRADORA DE BENEFICIOS LTDA.,ativo
414492,4558034000157,LIFE EMPRESARIAL SAÚDE LTDA.,ativo
424731,60932318000132,LIFE PLANS ADMINISTRADORA DE BENEFICIOS LTDA ,ativo
423688,51103213000180,LIFEMED ADMINISTRADORA DE BENEFICIOS LTDA,ativo
418536,14095581000105,LIKE DENTAL PLANOS ODONTOLÓGICOS SS LTDA,ativo
379280,846662000187,LIV LINHAS INTELIGENTES DE ATENÇÃO À VIDA S/A,ativo
421685,30927464000109,LIVEN PRESTADORA DE SERVIÇOS LTDA,ativo
422479,39149389000177,LIVRI OPERADORA DE PLANO DE SAÚDE LTDA,ativo
418374,11828089000103,LUMINAR SAÚDE - ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE,ativo
412490,5054671000159,LÍDER COMÉRCIO E INDÚSTRIA LTDA.,ativo
416835,7873459000149,MACIEL & MACIEL ASSISTÊNCIA ODONTOLÓGICA LTDA,ativo
349291,1541601000174,MAIS DENTAL PLANOS ODONTOLOGICOS LTDA,ativo
419516,19691730000104,MAIS SAUDE S/A,ativo
415065,395266000180,MAIS SAÚDE PLANO DE SAÚDE LTDA,ativo
418048,12706827000102,MAIS VOCE ADMINISTRADORA DE BENEFICIOS LTDA,ativo
417564,11055313000163,MAPMA ADMINISTRADORA DE BENEFÍCIOS LTDA.,ativo
420964,26701100000139,MASTER HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
329967,844669000160,MATTOS ODONTOLOGIA LTDA,ativo
416495,50432863000106,MATÃO CLINICAS & AMHMA SAÚDE LTDA,ativo
424196,57303461000150,MAXIMED PLANOS DE SAUDE LTDA,ativo
417696,11235328000103,MAXMED ADMINISTRADORA DE BENEFICIOS LTDA,ativo
424064,35490202000143,MB PLANOS DE SAÚDE LTDA,ativo
423611,48825895000120,MED CARE ADMINISTRADORA DE BENEFICIOS LTDA,ativo
419559,20613814000109,MED CORP SAÚDE CORPORATIVA LTDA - EPP,ativo
328537,453863000114,MED-TOUR ADMINISTRADORA DE BENEFÍCIOS E EMPREENDIMENTOS LTDA.,ativo
422797,41058486000104,MEDCORP ADMINISTRADORA DE BENEFICIOS LTDA,ativo
419753,14576780000127,MEDGOLD ASSISTENCIA MEDICA LTDA - ME,ativo
421367,28310835000167,MEDHEALTH PLANOS DE SAÚDE LTDA,ativo
420859,26114773000192,MEDIATORIE ADMINISTRADORA DE BENEFÍCIOS S/A,ativo
411868,3548273000163,MEDIC GLOBAL PLANOS DE SAÚDE LTDA.,ativo
424331,53654434000171,MEDICAL LIFE PLANOS DE SAÚDE LTDA,ativo
333689,57746455000178,MEDISERVICE OPERADORA DE PLANOS DE SAÚDE S.A.,ativo
424099,54542393000194,MEDSAUDE ADMINISTRADORA DE PLANOS DE SAUDE LTDA,ativo
421391,29654067000121,MEGA ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
424307,55707166000134,MERIDIAN ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
406481,3273825000178,METLIFE PLANOS ODONTOLÓGICOS LTDA.,ativo
380661,44857357000166,METRUS INSTITUTO DE SEGURIDADE SOCIAL,ativo
424757,62493212000105,METTA ADMINISTRADORA DE BENEFICIOS LTDA,ativo
412015,3670297000190,MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,ativo
416703,42509257000113,MINERAÇÃO CARAÍBA S/A,ativo
422061,35056511000100,MMS ADMINISTRADORA DE BENEFICIOS LTDA,ativo
421677,28991278000197,MOUNT HERMON ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
420140,23821141000170,MUITO MAIS SAÚDE ADMINISTRADORA DE BENEFÍCIOS,ativo
351351,1306081000115,MULTI - BUCAL ODONTOLOGIA LTDA - LTDA,ativo
418650,30460075000116,MÚTUA DOS MAGISTRADOS DO ESTADO DO RIO DE JANEIRO,ativo
304441,1867792000169,NACIONAL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,ativo
421286,21977451000153,NACIONAL SAUDE ADMINISTRADORA DE BENEFICIOS LTDA,ativo
415057,2949417000120,NEWKLIN ODONTOCLÍNICA LTDA. ME.,ativo
421146,28311619000136,NEXO - ADMINISTRADORA DE BENEFICIOS LTDA,ativo
305928,2858169000102,NOSAMED ASSISTÊNCIA MÉDICA LTDA.,ativo
372609,2862447000103,NOSSA SAÚDE - OPERADORA PLANOS PRIVADOS DE ASSISTÊNCIA  À SAÚDE LTDA.,ativo
348520,62550256000120,NOTRE DAME INTERMÉDICA MINAS GERAIS SAÚDE S.A.,ativo
359017,44649812000138,NOTRE DAME INTERMÉDICA SAÚDE S.A.,ativo
423661,50876139000171,NOVA SAÚDE OPERADORA INTEGRADA DE SAÚDE LTDA,ativo
424561,59545401000170,NOVAMED PLANOS DE SAUDE LTDA,ativo
417840,2919940000104,NOVODENTE S/A,ativo
352888,42515882000178,NUCLEBRÁS EQUIPAMENTOS PESADOS S/A - NUCLEP,ativo
422754,40246859000108,ODILE SERVIÇOS DE SAÚDE LTDA.,ativo
422088,34907159000106,ODONT-OPERADORA ODONTOLOGICA LTDA,ativo
421464,8961113000165,ODONTO ALEGRE CLINICAS E PLANOS ODONTOLOGICOS LTDA,ativo
310981,40223893000159,ODONTO EMPRESAS CONVENIOS DENTARIOS LTDA.,ativo
312321,515717000176,ODONTO JARAGUÁ LTDA,ativo
406414,1468033000123,ODONTO LIFE ASSISTÊNCIA ODONTOLÓGICA S/A.,ativo
422851,36765005000152,ODONTO MAIS BRASIL OPERADORA DE PLANOS ODONTOLOGICO LTDA,ativo
422622,36194357000103,ODONTO MAIS SAUDE EMPREENDIMENTOS LTDA.,ativo
405671,92395847000130,ODONTO PLUS CONVENIO ODONTOLOGICO SOCIEDADE SIMPLES LTDA,ativo
418994,17048922000171,ODONTO PRIME S/S LTDA,ativo
419281,14891935000110,ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,ativo
414387,3187913000157,ODONTOART PLANOS ODONTOLÓGICOS LTDA,ativo
344486,1208983000119,ODONTOBASE PLANOS DE SAUDE LTDA.,ativo
423491,47313264000169,ODONTOBRAS PLANOS ODONTOLOGICOS LTDA,ativo
418111,94523503000195,ODONTOCLINICA RCC LTDA. S/S,ativo
422924,40650166000178,ODONTOCOOP - OPERADORA DE PLANOS DE SAÚDE LTDA,ativo
389854,2751464000165,ODONTOGROUP SISTEMA DE SAÚDE LTDA.,ativo
417831,10364053000145,ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,ativo
419184,15441865000160,ODONTOMAIS SERVIÇOS ODONTOLÓGICOS LTDA - ME,ativo
419583,17211049000196,ODONTOMAXI OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,ativo
301949,58119199000151,ODONTOPREV S/A,ativo
412040,361946000183,ODONTOREAL LTDA.,ativo
416738,8708980000193,OESTE SAÚDE ASSISTÊNCIA A SAÚDE SUPLEMENTAR S.A,ativo
422185,36414737000106,OLIVA ADMINISTRADORA DE BENEFICIOS LTDA,ativo
424030,52917897000116,OMEGA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA.,ativo
359661,44673382000190,OMINT SERVIÇOS DE SAÚDE S.A.,ativo
304212,92240605000178,ON MED ASSISTÊNCIA MÉDICA LTDA,ativo
422673,37303850000179,OPERADORA DE PLANOS ODONTOLOGICOS ULTRAODONTO LTDA,ativo
420743,25186649000170,OPERADORA DE PLANOS ODONTOLÓGICOS ODONTOCLÍNICA LTDA,ativo
419699,20918393000124,OPERADORA DE PLANOS PRIVADOS DE SAÚDE - SANTA CASA SAÚDE LTDA,ativo
318477,2888465000156,OPERADORA UNICENTRAL DE PLANOS DE SAÚDE LTDA.,ativo
354511,2774736000142,OPERADORA UNIESTE DE PLANOS DE SAÚDE LTDA,ativo
418226,13816250000146,OPLAN SAÚDE OPERADORA DE PLANO DE SAÚDE LTDA,ativo
418200,83335596000108,ORAL BLUE LTDA,ativo
418447,4942097000102,ORAL GAM ASSISTENCIA ODONTOLÓGICA LTDA,ativo
366510,1972369000129,ORAL SAÚDE DE IBITINGA SERVIÇOS ODONTOLÓGICOS S/S LTDA,ativo
412996,3990914000135,ORALE ASSISTÊNCIA ODONTOLÓGICA LTDA,ativo
420972,26766016000101,ORALPLAN PLANOS DE SAUDE ODONTOLÓGICOS LTDA,ativo
404772,1628329000164,ORION ODONTOLOGIA LTDA,ativo
416371,7479804000164,ORION PLANOS E SERVIÇOS ODONTOLÓGICOS LTDA,ativo
419991,18496204000120,OROS OPERADORA DE PLANOS ODONTOLÓGICOS LTDA ME,ativo
423483,43873924000105,P4H GESTAO DE BENEFICIOS LTDA,ativo
315265,82353079000107,PARANA ASSISTENCIA MEDICA LTDA,ativo
415782,7075561000107,PARRA ODONTOLOGIA LTDA,ativo
331988,39419809000198,PASA - PLANO DE ASSISTENCIA A SAUDE DO APOSENTADO DA VALE,ativo
420778,14938785000152,PASSPORT SYSTEM ODONTOLOGIA LTDA,ativo
422584,38272479000198,PB ASSISTENCIA MEDICA EU LTDA,ativo
422355,36186642000174,PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,ativo
421774,30495227000116,PENTÁGONO ADMINISTRADORA DE BENEFÍCIOS S/A,ativo
421707,31097886000167,PERSONAL CARE OPERADORA DE SAÚDE SA,ativo
310239,17146846000137,PESSOAL SAÚDE PLANOS DE ASSISTÊNCIA MÉDICA LTDA,ativo
419486,17897995000138,PLADISA PLANOS DE SAÚDE SA,ativo
343463,15594468000129,PLAMED PLANO DE ASSISTENCIA MEDICA LTDA,ativo
413551,4299994000140,PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA,ativo
423882,52041306000190,PLAMEDH PLANOS DE SAÚDE LTDA,ativo
324299,68682715000105,PLAMER PLANO MEDICO RESENDE LTDA,ativo
419974,19512026000147,PLAMESC PLANOS DE SAÚDE LTDA,ativo
424200,56197223000145,PLANO A ADMINISTRADORA DE PLANOS DE SAUDE LTDA,ativo
363391,2513939000185,PLANO ASSISTENCIAL SÃO LUCAS LTDA,ativo
382281,22027346000116,PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,ativo
417106,10767219000174,PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME,ativo
411582,3638220000133,PLANO DE SAUDE ASES LTDA.,ativo
360244,2864364000145,PLANO DE SAÚDE ANA COSTA LTDA.,ativo
420166,24645912000189,PLANO DE SAÚDE DA SANTA CASA DE BRAGANÇA PAULISTA,ativo
411256,3011072000122,PLANO HOSPITAL SAMARITANO LTDA,ativo
415936,5983170000157,PLANO ODONTOLÓGICO DENTALVIDAS LTDA.,ativo
423408,29117294000118,PLANO SIGMA SAÚDE LTDA,ativo
415987,4430627000133,PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA,ativo
416517,2704297000100,PLANODENTE LTDA.,ativo
418986,11792899000149,PLATINUM ADMINISTRADORA DE BENEFICIOS,ativo
420956,27657711000190,PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA - ME,ativo
348830,338763000147,PLENA SAÚDE S.A.,ativo
403458,1460885000174,PLENODONTO ASSISTÊNCIA ODONTOLÓGICA LTDA.,ativo
423441,47432143000136,PLENUM ASSISTENCIA MEDICA  LTDA,ativo
418552,97553801000116,PLURAL GESTÃO EM PLANOS DE SAÚDE LTDA,ativo
417751,11275925000161,PLURICLUB ADMINISTRADORA DE BENEFÍCIOS LTDA.,ativo
351270,2896924000143,POLI SAUDE OPERADORA DE PLANO DE SAUDE LTDA,ativo
415693,4202013000102,POLICLIN SAÚDE S/A.,ativo
316903,93507895000136,POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA,ativo
415081,6145428000109,PORTO DIAS SAUDE LTDA.,ativo
582,4540010000170,PORTO SEGURO - SEGURO SAÚDE S/A,ativo
418625,13991711000117,PORTO SEGURO SERVIÇOS ODONTOLÓGICOS LTDA.,ativo
417491,11565995000154,PORTOMED - PORTO SEGURO SERVIÇOS DE SAUDE LTDA,ativo
420280,25006061000197,POSITIVA ADMINISTRADORA DE BENEFICIOS LTDA,ativo
419133,18275071000162,POSTAL SAÚDE CAIXA DE ASSISTÊNCIA E SAÚDE DOS EMPREGADOS DOS CORREIOS,ativo
421413,28187357000140,PP HEALTH ADMINISTRADORA DE BENEFÍCIOS LTDA-ME,ativo
422959,41929347000109,PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,ativo
384844,2072276000100,PREST ODONTO LTDA,ativo
413267,4234059000103,PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,ativo
302147,461479000163,PREVENT SENIOR PRIVATE OPERADORA DE SAÚDE LTDA,ativo
421804,29628003000156,PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA,ativo
374440,56269913000162,PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A,ativo
403636,3073235000100,PREVINA ODONTOLOGIA LTDA,ativo
418307,13951333000148,PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.,ativo
416525,8787782000162,PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA,ativo
424617,59274062000134,PRIME PLANOS DE SAUDE LTDA,ativo
