RazaoSocial,UF,Total_Despesas,Media_1º_Trimestre,Media_2º_Trimestre,Media_3º_Trimestre,Desvio_1º_Trimestre,Desvio_2º_Trimestre,Desvio_3º_Trimestre
SANTA CASA DE MISERICÓRDIA DE TUPÃ,SP,6517476.029999999,478203.268,372608.232,452683.70599999995,598239.9514872744,458787.72595425945,589227.6941985846
NOSAMED ASSISTÊNCIA MÉDICA LTDA.,SP,6381053.0200000005,279441.79571428575,376704.285,360789.12333333347,350300.1499807894,436324.0485563736,420198.4210730895
ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO,SP,6379135.82,274966.51875,235659.97374999998,286765.48500000004,364561.7228541964,327456.69497604587,393785.70684195077
UNIMED SUDOESTE PAULISTA COOPERATIVA DE TRABALHO MÉDICO,SP,6302096.55,149518.38722222223,130977.02611111112,83545.274,219043.66729611022,192915.24461212172,164180.0604506614
UNIODONTO DE SOROCABA COOPERATIVA ODONTOLÓGICA,SP,6091021.55,444600.8275,528629.5525,549525.0075000001,487867.8777912021,560758.7350111015,595234.7133543402
FUNDAÇÃO LIBERTAS DE SEGURIDADE SOCIAL,MG,6044131.76,240900.587,177086.674,186425.91499999998,426682.532480388,287248.2354199712,358865.1112058547
VOCÊ TOTAL PLANOS DE SAÚDE LIMITADA,SP,6014804.000000001,,737610.2775000001,612872.578,,1124788.3237434495,987478.8485910924
FUNDO DE ASSISTÊNCIA MÉDICO-HOSPITALAR DO MINISTÉRIO PÚBLICO,MS,6013242.51,698317.02,660742.6833333333,878126.8066666666,355182.7060384838,748138.0741670373,1029505.0184454357
UNIODONTO DO BRASIL CENTRAL NACIONAL DAS COOPERATIVAS ODONTÓLOGICAS,SP,5903919.42,542466.6866666666,728423.2133333334,697083.2400000001,520166.7148948185,447322.9078115412,475498.4256299049
UNIODONTO DE SC COOPERATIVA ADMINISTRADORA DE CONTRATOS,SC,5901340.33,262911.59285714285,285733.60714285716,294403.41857142857,399175.0146888272,426243.1865851122,431195.2605966672
UNIMED MORRINHOS COOPERATIVA DE TRABALHO MEDICO,GO,5774949.12,139025.24833333332,184945.71583333335,171572.50454545452,204505.0498603813,275747.6379055634,225213.43764591735
SBC SAÚDE LTDA.,SP,5758076.249999999,334761.56,295198.6016666667,329719.21333333326,520945.93056396814,370109.2895871945,397351.8858004078
CAIXA BENEFICENTE DOS FUNCIONÁRIOS DO GRUPO IGUAÇU,PR,5626162.5,388235.238,385470.22599999997,351527.0360000001,783038.085234756,761648.8231723742,685018.2221852785
DONA SAÚDE CLINICAS LTDA ,SP,5243627.9399999995,3306177.69,,645816.75,,,1106225.9410780282
FEDERAÇÃO DAS COOP ODONTOLÓGICAS DO ESTADO DE SANTA CATARINA,SC,5204709.06,382490.98,433688.47750000004,484997.80749999994,353919.63707258005,412841.8731617454,461681.5516636761
UNIODONTO VALE HISTORICO COOPERATIVA ODONTOLOGICA,SP,5164805.44,290818.27400000003,349090.1120000001,393052.702,422441.79991657916,512894.1160837098,573973.9779650524
PLENUM ASSISTENCIA MEDICA  LTDA,DF,5144101.82,,2035304.75,3108797.0700000003,,,
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA,SP,5117007.03,446389.6666666667,639340.7700000001,464953.93000000005,464012.0330668286,583032.196468602,564155.6405647912
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS,SP,5078171.33,566496.5866666667,861088.14,828252.645,947815.9149376439,1169607.1399742563,1122252.205909261
ASSOCIAÇÃO SAÚDE RURAL ALEGRETE,RS,5044830.7299999995,409940.32666666666,571780.5433333333,699889.3733333334,671405.7975868693,917817.5890781973,1134721.4274388622
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU,SP,4963627.4799999995,799454.58,826699.1100000001,855660.0499999998,1130503.4561521302,1083943.218185307,1175587.7784188536
CARING SAÚDE ASSISTÊNCIA MÉDICA LTDA.,RJ,4949606.18,1536634.02,1464814.0299999998,1948158.13,,,
ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ,PA,4903025.45,346338.892,237282.158,396984.04000000004,666179.5589222243,467936.4430683521,843345.2869137434
COMSEDER - COOPERATIVA DE ASSISTÊNCIA MÉDICA DOS SERVIDORES DA SUPLAN E DO DER LTDA,PB,4882931.17,1602032.24,1695185.8099999998,1585713.12,,,
SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA,RJ,4655676.76,504050.8466666667,502679.33666666667,545162.0700000001,499231.672749445,497311.83268102683,562048.1757530915
UNIODONTO DO SUL GOIANO COOPERATIVA ODONTOLOGICA,GO,4539824.92,513965.87666666665,493257.65666666673,506051.43999999994,641358.3515129961,731361.552305855,782513.0990354923
ODONTOART PLANOS ODONTOLÓGICOS LTDA,CE,4494074.58,705600.855,740723.85,800712.5849999998,355339.7756677888,404704.0809307462,443411.59403657663
UNIMED SOUSA - COOPERATIVA DE TRABALHO MÉDICO,PB,4337662.91,251557.85166666665,257936.97833333336,213448.98833333328,449496.9645093922,477749.54343794746,407909.72359714087
UNIODONTO MARINGA COOPERATIVA ODONTOLOGICA,PR,4229977.9399999995,433040.52999999997,460806.85666666663,516145.26,568317.9252096547,617010.6303196768,697514.7495920913
PRESERVE SAUDE ASSISTENCIA MEDICA LTDA,BA,4181987.9099999997,160840.72555555555,149621.31699999998,137578.69,398344.3205263393,402286.5670006407,359890.25702835125
ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL,SP,4109653.84,291827.18000000005,287525.37799999997,242578.21000000002,403325.0520633969,390156.50077789935,333352.243331386
ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU,SP,4105281.5300000003,527833.815,436979.49500000005,1087827.455,743344.8087118978,609971.996416495,1504238.8551487927
MEDHEALTH PLANOS DE SAÚDE LTDA,PR,4099343.52,373079.0575,183662.74399999998,422178.3925000001,725406.5949372576,290149.20024136576,765492.6263411194
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS,SP,4093003.13,1887134.85,834305.03,1371563.25,,,
DENTALPAR ASSISTÊNCIA ODONTOLÓGICA EMPRESARIAL LTDA.,SP,4090471.5500000003,310736.875,342236.97750000004,369644.03500000003,63983.129201945885,80502.75928628466,79829.85086532043
ASSOCIACAO DOS SERVIDORES DA EMDAGRO - ASSEM,SE,3985944.5100000002,648188.8150000001,596539.3200000001,748244.12,903978.6946002502,837448.481269445,1054309.6033515781
PLANO VIDA SAUDE SERVIÇOS ODONTOLOGICOS LTDA,SE,3967593.4800000004,518900.82999999996,741570.8300000001,723325.0800000001,456306.2730901419,663615.7967720071,659747.9226789166
SEPACO SAÚDE LTDA,SP,3930779.62,572739.15,692778.405,699872.255,807991.5441360633,979494.827977442,988858.3642581853
PLANO DE ASSISTÊNCIA MÉDICA MINEIRA LTDA,MG,3831034.1500000004,171726.86800000002,257980.11799999996,336499.8440000001,182746.40862824887,307225.78202698065,406101.3769618619
AESP ODONTO ASSISTÊNCIA ODONTOLÓGICA S/S LTDA EPP,SP,3759050.48,267036.695,289597.7375,383128.18749999994,288786.3360581003,284837.4660157261,388380.0721599052
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA,SP,3741020.11,232629.75333333333,169159.96666666665,221713.63166666668,525883.881571584,360392.4978029187,493869.30139077565
VALE PLANOS DE SAÚDE LTDA,PE,3719179.51,558411.02,1071008.85,522439.91,,,1577668.637192476
RODRIGUES LEIRA ODONTOLOGIA LTDA.,SP,3713228.29,373258.13999999996,403418.35000000003,461066.2733333334,212644.8804988239,246096.9045049376,317964.22780584753
ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ,SP,3712002.9200000004,474021.9566666667,380088.23999999993,287418.0825000001,796291.4047571963,656403.3569491998,572187.7851870791
COOPERATIVA ODONTOLÓGICA DO ESTADO DO AMAPÁ,AP,3677251.85,375923.39999999997,416157.1466666667,433670.0699999999,536381.1552477655,600661.775162318,632490.601193152
DENTAL CENTER LTDA,PB,3614383.7,570517.135,627505.12,609169.595,337504.2657624286,339424.90213041974,322738.2781099281
SD-M OPERADORA DE PLANOS DE SAUDE LTDA,RJ,3407055.3099999996,1062086.59,1048769.3099999998,1296199.41,,,
CAMIM OPERADORA DE PLANO DE SAÚDE LTDA,RJ,3399327.58,1143068.51,1155917.65,1100341.42,,,
UNIODONTO DE PRESIDENTE PRUDENTE COOPERATIVA ODONTOLOGICA,SP,3369339.7800000003,105319.68888888888,144315.41875,158367.40375000003,168069.90801425654,222227.27072366778,242542.6496422244
BENEFICENCIA SOCIAL BOM SAMARITANO,MG,3339976.2800000003,82485.591,126602.91799999999,124909.11900000002,118125.33393485905,202056.9016340236,230858.93864897877
DENTAL MASTER LTDA - EPP,AL,3199812.2800000003,545785.3350000001,526926.24,527194.565,713707.9553291111,693601.3527928682,690601.2047863109
ODONT-OPERADORA ODONTOLOGICA LTDA,SP,3145805.01,155667.89333333334,173768.58333333334,194864.3583333333,149096.55232271383,170794.15102476004,197807.06073900734
UNIMED FOZ DO IGUACU COOPERATIVA TRABALHO MEDICO,PR,3107988.48,196631.39466666666,19814.695000000007,,318993.94218448043,26023.725631125813,
MH VIDA - OPERADORA DE PLANOS DE SAÚDE LTDA,RJ,3058180.45,850430.12,498763.635,605111.53,,601897.6996456175,823005.3161468274
SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS,SP,3013182.7600000002,82254.70384615383,75122.00615384615,69091.82357142858,171606.04762326495,106209.01770224508,91566.63101484881
HSMED SAUDE LTDA,RJ,3010870.58,130796.07857142857,139578.20857142858,159750.08142857143,160972.6581957954,174920.5069160343,184059.71361547097
UNIODONTO DE JUNDIAÍ COOPERATIVA ODONTOLÓGICA,SP,2939745.81,208319.8625,252966.10750000004,273650.4825,85764.50878447616,105697.2378240341,106762.57314465783
"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO",RJ,2916719.75,383900.81000000006,367880.30499999993,706578.76,148664.64697680075,93630.66054734027,506126.83900366
ODONTOLIVE OPERADORA DE PLANOS ODONTOLÓGICOS LTDA.,SP,2841358.68,270730.4166666667,319176.43333333335,357212.70999999996,183903.34837184162,210060.8673177425,195252.01986750276
UNIODONTO DE ARARAQUARA COOPERATIVA ODONTOLÓGICA,SP,2821274.02,164645.55399999997,205114.418,194494.832,199119.4471279892,274027.7297240323,221011.81142539074
DENTAL PLUS CONVÊNIO ODONTOLÓGICO LTDA.,SP,2820541.87,283549.0433333334,314367.02999999997,342264.55000000005,305443.5805049408,325942.5793131733,341501.74479663634
CEAM BRASIL - PLANOS DE SAÚDE LTDA,MG,2733515.9499999997,,,341689.49374999997,,,466860.8224750005
UNIODONTO JACAREÍ COOPERATIVA ODONTOLÓGICA,SP,2681798.38,200500.6625,187198.99599999998,188760.15,138289.5690150045,156455.92285766182,172421.3393069972
DENTAL GOLD ASSISTÊNCIA ODONTOLÓGICA LTDA.,PB,2680411.1399999997,455068.995,448577.59500000003,436558.9799999999,65334.55233236125,38348.741267192156,31908.589480840543
UNIODONTO RS FEDERACAO DAS UNIODONTOS DO RGS LTDA,RS,2674955.91,166957.546,172253.448,244725.23500000002,253110.11732169142,327940.57192102005,274304.99929250404
UNIODONTO UBERABA - COOPERATIVA DE ASSISTÊNCIA À SAÚDE ODONTOLÓGICA LTDA,MG,2607775.32,500938.73666666663,124711.2225,151528.555,530615.5216367046,68977.58063253661,82774.23324944644
SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA,SP,2598631.95,222563.19999999998,535753.905,540998.87,272455.4552803448,630024.1870859255,583691.3475888642
SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA,RJ,2570046.4,459685.3066666667,451630.53333333327,-54633.7066666667,551535.078419251,432736.06163478614,272263.5093082575
ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC,RS,2531983.37,289324.44,303390.9466666666,347720.55,367247.3336548174,450079.66929618915,560812.7051689539
COOPERATIVA DE TRABALHO ODONTOLOGICO - UNIODONTO ITAJUBÁ,MG,2496233.26,175262.875,219500.01,229295.43,184490.07965290447,239905.31302665875,264298.92299394653
IRMANDADE SANTA CASA DE MISERICÓRDIA DE ITAPEVA,SP,2475422.2399999998,365420.5825,221251.765,32183.21249999998,452703.890335415,273192.7705625855,34895.2700440555
PORTO DIAS SAUDE LTDA.,PA,2413890.47,330142.795,697961.0100000001,1055643.87,466468.1541400485,,
PORTO ALEGRE CLÍNICAS LTDA. - EM LIQUIDAÇÃO EXTRAJUDICIAL,RS,2329956.75,258884.08333333334,,,394432.5399330795,,
UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO,MG,2266685.26,93686.15375,84758.14875000001,104891.355,89072.3032112479,83569.32166907124,125501.45117851165
ÔNIX OPERADORA DE PLANOS DE SAÚDE LTDA,RJ,2216142.21,148148.79750000002,183309.9075,222576.84749999997,127361.81438622288,152144.17550512683,162648.72861683494
UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO,SP,2211021.39,79125.17333333334,88082.63375000001,79423.37600000002,112898.62978898924,135451.1339659489,105545.21698174646
UNIODONTO DE SERTAOZINHO SP COOPERATIVA ODONTOLOGICA,SP,2203567.54,,263302.27749999997,287589.6075,,218847.33576088716,234523.17304270473
PLANO DE ASSISTÊNCIA ODONTOLÓGICA FAUCHARD LTDA. ME,BA,2075414.0799999998,322010.76,331749.29999999993,383946.98,404291.3427025677,404941.6546670892,482293.8049437674
ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE,SP,2065763.18,347900.31,334246.62500000006,350734.6549999999,487762.8657743123,448592.43814311014,465011.3727494479
ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA,MG,2051218.47,599121.58,699792.4500000001,752304.44,,,
CAIXA SEGURADORA ESPECIALIZADA EM SAÚDE S/A,SP,1986127.82,569046.18,258915.3,579083.17,,,818770.7081927423
"ASSOC DE ASSIST À SAÚDE DOS SERV DAS UNIV E INST FED, EST E/OU FAC PART EM PE",PE,1934898.46,813879.99,445726.22500000003,114783.01,,627170.0919850223,155680.88572885303
PREVENT SENIOR CORPORATE OPERADORA DE SAÚDE LTDA.,SP,1858636.63,765654.5,433892.73,659089.3999999999,,,
CENTRO DE ENDOCRINOLOGIA DE JUNDIAÍ S/S LTDA,SP,1825618.9600000002,310324.07499999995,307573.085,294912.32000000007,445473.19214139745,436872.38366124866,391466.8581391711
HEALTH-MED SISTEMA DE SAUDE LTDA,RJ,1737107.5999999999,140526.01,142795.6825,150955.2075,195638.86499522123,199744.01623133817,178180.7048331583
UNIMED NORTE/NORDESTE-FEDERAÇÃO INTERFEDERATIVA DAS SOCIEDADES COOPERATIVAS DE TRABALHO MÉDICO EM RECUPERAÇÃO JUDICIAL,PB,1669097.07,472215.48,676498.8200000001,520382.77,,,
UNIODONTO DE LONDRINA COOP. ODONTOLÓGICA,PR,1630749.33,101473.21,93263.50166666666,112760.454,86900.8931266604,90715.84883324974,85435.90277156541
QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA ,BA,1585655.25,196927.965,297102.35500000004,298797.305,226624.90201423154,350889.28801340755,367021.1372665836
BLUZZ SAÚDE S/A,ES,1578683.03,54622.4275,69553.48833333333,157145.39833333335,95103.42796451814,120007.87011782792,320852.3791391817
ODONTO SEG OPERADORA DE PLANOS ODONTOLOGICOS S.A.,SP,1491360.02,565011.68,491664.2499999999,434684.0900000001,,,
PD BRASIL ASSISTENCIA ODONTOLOGICA LTDA,MG,1460358.09,166532.98,260529.79,303116.275,125892.93776906235,156022.82842609927,162383.35998888942
INNOVA PLANO DE SAUDE LTDA,RO,1414777.56,,306176.64,1108600.92,,,
UNIODONTO DE PINDAMONHANGABA COOP ODONTOLOGICA,SP,1271913.24,102636.4625,95041.98000000001,77231.49799999999,66738.16806007357,36711.76313496807,34910.23212637406
SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.,MA,1006907.45,176027.88999999998,169768.26499999998,157657.57,247165.06000229117,236871.3601062358,220802.6908439587
ODILE SERVIÇOS DE SAÚDE LTDA.,SP,986028.02,335240.73,236872.13,413915.16,,,
SISTEMA PREVSAUDE DENTAL LTDA,CE,949872.53,109292.45333333332,100128.51000000001,107203.21333333332,115084.22583499283,96935.78310020508,113448.13275534433
CASA DE SAÚDE NOSSA SENHORA DE FÁTIMA  LTDA.,CE,936597.0,289740.0,292490.0,354367.0,,,
INFINITY SAÚDE SUPLEMENTAR LTDA,MT,893664.4500000001,169123.11,288640.21,108975.2825,,,203334.477868467
HOSPITAL DE CARIDADE SÃO VICENTE DE PAULO,PR,883474.43,392911.96499999997,48825.25000000003,,92244.85853543521,29663.4830241663,
SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.,SP,879575.0,168490.64,133570.91,137725.95,228843.71116971338,184224.6651650104,189768.86316212418
CROWN ODONTOLOGIA DE GRUPO LTDA,SP,846374.28,246697.19,303489.24999999994,148093.92000000004,,,209351.57735525383
EXCELÊNCIA PLANO DE SAÚDE S/A,ES,797028.46,,17183.905,381330.32499999995,,12818.297379061309,256552.9985380534
UNIODONTO ESPIRITO SANTO COOPERATIVA ODONTOLOGICA,ES,757046.37,58992.7275,62250.170000000006,68018.695,56607.61143153418,58023.95167189896,63093.95878525746
COOPERATIVA ODONTOLÓGICA POÇOS DE CALDAS,MG,730062.29,64679.98333333334,94572.91333333333,84101.2,39480.66524117386,56072.235779034454,53676.752405324405
AMERON - ASSISTÊNCIA MÉDICA RONDÔNIA S/A. - EM LIQUIDAÇÃO EXTRAJUDICIAL,RO,711454.41,435104.41,99350.00000000006,177000.0,,,
NOVODENTE S/A,RS,632288.1699999999,,,158072.04249999998,,,180553.76868400862
BRASIL ODONTO OPERADORA DE PLANOS ODONTOLÓGICOS LTDA,TO,581136.13,116898.9,96918.73,76750.43500000003,127100.13875017525,104681.92636448758,97460.59129055218
SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI,MG,481050.8,47679.916666666664,85088.32666666666,41373.03499999999,33785.7953796064,109580.59950928601,44888.474901538466
ODONTO PRIME S/S LTDA,CE,478543.31,152781.96,153878.52,171882.83000000002,,,
PLANO SIGMA SAÚDE LTDA,SP,434673.93,376454.29,,58219.640000000014,,,
PLAMEDH - PLANO DE ASSISTÊNCIA MÉDICO-HOSPITALAR LTDA,MG,396254.98,,202631.07,193623.91,,,
ASSISTÊNCIA MÉDICA 12 DE OUTUBRO LTDA,SP,392745.75,125920.19,51619.28,215206.28,,,
ALMA ODONTO OPERADORA DE PLANOS ODONTOLOGICOS LTDA,SP,383300.12,142221.45,122250.49999999996,118828.17000000004,,,
BEMSTAR ASSISTENCIA MEDICA LTDA,BA,383272.89,193435.43,73302.18000000002,21616.54999999998,,41438.55041360403,13851.656158019556
G & M ASSESSORIA MEDICA EMPRESARIAL LTDA,RJ,383088.19,22395.07,26515.916000000005,27706.652000000002,41104.33686748151,44450.576912667064,39852.29634406304
SAUDIA ASSISTENCIA MÉDICA LTDA,MG,378812.55,128155.085,-66414.62333333334,107248.75,173688.30036378745,130811.83881254875,102293.33073035945
UNIODONTO DE MATO GROSSO COOP TRAB ODONTOLOGICO LTDA,MT,312284.8,49347.42,47651.07,23657.564000000002,29888.724818245424,29232.176171913714,34177.32078944281
SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.,SP,286461.05,286461.05,,,,,
POLIMÉDICA SAÚDE SOCIEDADE SIMPLES LTDA,RS,269549.53,11326.455,43816.736666666664,38482.13666666668,10846.10585565391,76002.69800835119,64602.248826105395
ZURICH SANTANDER BRASIL ODONTO LTDA.,SP,267253.68,132889.225,737.614999999998,,20761.567263384764,267.4207135769318,
LIVRI OPERADORA DE PLANO DE SAÚDE LTDA,SP,153575.6,54610.75,47632.28999999999,51332.56000000001,,,
CLÍNICA SÃO GABRIEL S/S LTDA,SP,112777.11,22787.51,21409.285,23585.515,,3721.7787610294617,1381.439163065101
SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA,MG,59209.11,2107.37,17144.06,39957.68,,,
SAUDE SALV ASSISTENCIA MEDICA LTDA,RO,35715.45,,,35715.45,,,
SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA,MG,32090.96,5965.44,,26125.52,,,
CAIXA DE ASSISTÊNCIA DOS EMPREGADOS DO SETOR PÚBLICO DO ESTADO DE GOIÁS - CAEME,GO,28100.5,11667.81,10164.71,6267.98,,,
UNIMED PARAIBA - FEDERAÇAO DAS SOCIEDADES COOPERATIVAS DE TRABALHO MEDICO,PB,4108.29,190.4,2177.86,1740.0299999999995,,,
ARL ADMINISTRADORA DE BENEFÍCIOS LTDA.,SP,2840.0,,2840.0,,,,
